Reporting Date,Debt/Equity,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
03-Dec-20,Equity,9483.86,9308.66,175.2,23.78,Rs.73.6501,
04-Dec-20,Equity,14379.51,10687.38,3692.13,499.65,Rs.73.8938,
07-Dec-20,Equity,9892.94,6727.14,3165.8,429.31,Rs.73.7413,
08-Dec-20,Equity,8726.13,4990.28,3735.85,506.45,Rs.73.7657,
09-Dec-20,Equity,8672.68,5550.09,3122.59,423.34,Rs.73.7613,
10-Dec-20,Equity,9588.53,5937.41,3651.12,496.16,Rs.73.5882,
11-Dec-20,Equity,8076.95,5337.03,2739.92,371.93,Rs.73.6684,
14-Dec-20,Equity,11010.36,6034.21,4976.15,676.19,Rs.73.5914,
15-Dec-20,Equity,7906.73,5256.64,2650.09,360.35,Rs.73.5417,
16-Dec-20,Equity,8502.68,6187.65,2315.03,314.31,Rs.73.6532,
17-Dec-20,Equity,8074.22,6057.46,2016.76,274.31,Rs.73.5209,
18-Dec-20,Equity,8906.82,6270.32,2636.5,359.03,Rs.73.4336,
21-Dec-20,Equity,14244.75,10468.16,3776.59,513.72,Rs.73.5146,
22-Dec-20,Equity,6560.82,6847.15,-286.33,-38.87,Rs.73.6498,
23-Dec-20,Equity,6689.67,5455.24,1234.43,167.07,Rs.73.8879,
24-Dec-20,Equity,5298.36,4673.08,625.28,84.71,Rs.73.8132,
28-Dec-20,Equity,3538.46,4030.7,-492.24,-66.9,Rs.73.5838,
29-Dec-20,Equity,3455.9,1750.2,1705.7,231.79,Rs.73.5886,
30-Dec-20,Equity,5460.31,2998.76,2461.55,335.51,Rs.73.3669,
31-Dec-20,Equity,5313.22,3369.49,1943.73,265.23,Rs.73.2839,
01-Jan-21,Equity,6253.27,5641.15,612.12,83.79,Rs.73.0536,
04-Jan-21,Equity,1944.3,771.29,1173.01,160.61,Rs.73.0328,
05-Jan-21,Equity,7815.36,4678.89,3136.47,429.59,Rs.73.0115,
06-Jan-21,Equity,7269.22,5925.11,1344.11,183.85,Rs.73.1086,
07-Jan-21,Equity,6588.9,6926.21,-337.31,-46.12,Rs.73.1390,
08-Jan-21,Equity,8599.75,7796.69,803.06,109.81,Rs.73.1330,
11-Jan-21,Equity,13159.45,7120.16,6039.29,823.53,Rs.73.3344,
12-Jan-21,Equity,9353.26,6479.96,2873.3,391.19,Rs.73.4511,
13-Jan-21,Equity,9583.27,8630.22,953.05,129.89,Rs.73.3725,
14-Jan-21,Equity,10374.83,8204.71,2170.12,296.65,Rs.73.1546,
15-Jan-21,Equity,10656.29,9023.91,1632.38,223.24,Rs.73.1226,
18-Jan-21,Equity,5229.19,6229.83,-1000.64,-137.03,Rs.73.0243,
19-Jan-21,Equity,9092.09,7132.99,1959.1,267.56,Rs.73.2200,
20-Jan-21,Equity,7330.32,6418.97,911.35,124.53,Rs.73.1803,
21-Jan-21,Equity,7903.89,5407.19,2496.7,341.43,Rs.73.1251,
22-Jan-21,Equity,9088.03,7142.59,1945.44,266.6,Rs.72.9735,
25-Jan-21,Equity,8360.88,9196.79,-835.91,-114.45,Rs.73.0380,
27-Jan-21,Equity,8502.95,9165.06,-662.11,-90.79,Rs.72.9297,
28-Jan-21,Equity,11232.29,12620.27,-1387.98,-190.61,Rs.72.8176,
29-Jan-21,Equity,8498.16,12309.82,-3811.66,-521.66,Rs.73.0674,
01-Feb-21,Equity,14313.3,18939.5,-4626.2,-634.14,Rs.72.9519,
02-Feb-21,Equity,11394.69,9839.03,1555.66,213.05,Rs.73.0189,
03-Feb-21,Equity,13588.4,7089.91,6498.49,890.44,Rs.72.9805,
04-Feb-21,Equity,11553.18,8865.88,2687.3,368.43,Rs.72.9396,
05-Feb-21,Equity,11823.45,9836.47,1986.98,272.51,Rs.72.9152,
08-Feb-21,Equity,9128.01,7690.63,1437.38,197.18,Rs.72.8986,
09-Feb-21,Equity,8096.79,5912.56,2184.23,299.78,Rs.72.8623,
10-Feb-21,Equity,11868.55,8552.74,3315.81,454.92,Rs.72.8883,
11-Feb-21,Equity,9054.25,7159.12,1895.13,260.16,Rs.72.8458,
12-Feb-21,Equity,5679.01,4660.68,1018.33,139.92,Rs.72.7772,
15-Feb-21,Equity,2547.26,4289.44,-1742.18,-239.31,Rs.72.7998,
16-Feb-21,Equity,5753.07,3806.44,1946.63,268.17,Rs.72.5906,
17-Feb-21,Equity,7783.28,5570.95,2212.33,304.22,Rs.72.7219,
18-Feb-21,Equity,8586.13,7394.71,1191.42,163.58,Rs.72.8359,
22-Feb-21,Equity,18150.43,17168.9,981.53,134.95,Rs.72.7327,
23-Feb-21,Equity,9429.28,10205.1,-775.82,-107.2,Rs.72.3664,
24-Feb-21,Equity,8289.99,9522.95,-1232.96,-170.36,Rs.72.3707,
25-Feb-21,Equity,5655.64,6309.44,-653.8,-90.43,Rs.72.2923,
26-Feb-21,Equity,15439.08,13751.31,1687.77,232.81,Rs.72.4953,
01-Mar-21,Equity,22786.03,30957.06,-8171.03,-1118.7,Rs.73.0408,
02-Mar-21,Equity,7929.62,7078.87,850.75,116.07,Rs.73.2948,
03-Mar-21,Equity,9395.32,6742.53,2652.79,361.66,Rs.73.3507,
04-Mar-21,Equity,11026.6,8776.86,2249.74,307.9,Rs.73.0662,
05-Mar-21,Equity,11539.55,11906.52,-366.97,-50.47,Rs.72.7126,
08-Mar-21,Equity,9469.68,11288.43,-1818.75,-249.98,Rs.72.7572,
09-Mar-21,Equity,6170.62,7370.27,-1199.65,-164.33,Rs.73.0023,
10-Mar-21,Equity,11109.51,8438.76,2670.75,365.27,Rs.73.1181,
12-Mar-21,Equity,6645.58,6464.38,181.2,24.83,Rs.72.9737,
15-Mar-21,Equity,12163.56,8329.98,3833.58,527.43,Rs.72.6845,
16-Mar-21,Equity,6526.39,7485.48,-959.09,-131.91,Rs.72.7097,
17-Mar-21,Equity,8918.83,6244.21,2674.62,369.01,Rs.72.4811,
18-Mar-21,Equity,10460.89,7333.38,3127.51,430.96,Rs.72.5716,
19-Mar-21,Equity,8148.45,6691.82,1456.63,200.85,Rs.72.5248,
22-Mar-21,Equity,23242.69,22588.73,653.96,90.18,Rs.72.5155,
23-Mar-21,Equity,7286.85,7189.13,97.72,13.5,Rs.72.3772,
24-Mar-21,Equity,7563.48,7841.26,-277.78,-38.42,Rs.72.2928,
25-Mar-21,Equity,5550.1,7498.83,-1948.73,-268.21,Rs.72.6558,
26-Mar-21,Equity,7299.42,10331.55,-3032.13,-417.59,Rs.72.6102,
30-Mar-21,Equity,6702.83,6575.74,127.09,17.55,Rs.72.4046,
31-Mar-21,Equity,10161.74,9387.35,774.39,106.02,Rs.73.0407,
05-Apr-21,Equity,14655.37,16356.92,-1701.55,-231.49,Rs.73.5047,
06-Apr-21,Equity,4539.66,5352.37,-812.71,-110.67,Rs.73.4330,
07-Apr-21,Equity,4975.28,5881.77,-906.49,-123.64,Rs.73.3141,
08-Apr-21,Equity,7441.63,7153.0,288.63,38.94,Rs.74.1172,
09-Apr-21,Equity,8262.94,8102.87,160.07,21.52,Rs.74.3700,
12-Apr-21,Equity,6320.18,6928.17,-607.99,-81.18,Rs.74.8899,
15-Apr-21,Equity,15442.01,17923.68,-2481.67,-331.54,Rs.74.8525,
16-Apr-21,Equity,11520.37,11126.94,393.43,52.34,Rs.75.1699,
19-Apr-21,Equity,7641.32,6990.16,651.16,87.33,Rs.74.5607,
20-Apr-21,Equity,6289.39,7990.16,-1700.77,-227.12,Rs.74.8847,
22-Apr-21,Equity,9040.3,9774.7,-734.4,-98.27,Rs.74.7296,
23-Apr-21,Equity,9553.95,10496.34,-942.39,-125.75,Rs.74.9404,
26-Apr-21,Equity,6674.8,7852.74,-1177.94,-157.24,Rs.74.9144,
27-Apr-21,Equity,7784.93,8847.45,-1062.52,-142.11,Rs.74.7672,
28-Apr-21,Equity,5540.17,6886.07,-1345.9,-180.42,Rs.74.5993,
29-Apr-21,Equity,7822.66,6974.86,847.8,113.95,Rs.74.4042,
30-Apr-21,Equity,6752.59,5324.92,1427.67,192.78,Rs.74.0573,
03-May-21,Equity,8511.26,11662.35,-3151.09,-425.69,Rs.74.0232,
04-May-21,Equity,5545.25,7215.49,-1670.24,-225.16,Rs.74.1812,
05-May-21,Equity,5884.79,7624.42,-1739.63,-235.55,Rs.73.8546,
06-May-21,Equity,4914.82,5835.03,-920.21,-124.41,Rs.73.9666,
07-May-21,Equity,6361.17,5022.41,1338.76,181.06,Rs.73.9406,
10-May-21,Equity,7153.22,8276.49,-1123.27,-152.32,Rs.73.7443,
11-May-21,Equity,6805.71,5636.02,1169.69,159.33,Rs.73.4135,
12-May-21,Equity,6630.5,6858.82,-228.32,-31.09,Rs.73.4518,
14-May-21,Equity,5275.67,6449.88,-1174.21,-159.89,Rs.73.4389,
17-May-21,Equity,5811.38,8293.25,-2481.87,-338.26,Rs.73.3721,
18-May-21,Equity,5729.63,7952.3,-2222.67,-303.47,Rs.73.2423,
19-May-21,Equity,8558.86,7703.75,855.11,117.08,Rs.73.0353,
20-May-21,Equity,8082.26,6701.32,1380.94,189.26,Rs.72.9670,
21-May-21,Equity,8184.35,7963.78,220.57,30.17,Rs.73.1168,
24-May-21,Equity,7718.55,7387.39,331.16,45.35,Rs.73.0233,
25-May-21,Equity,7798.54,7128.49,670.05,91.92,Rs.72.8961,
27-May-21,Equity,12544.13,11050.7,1493.43,205.13,Rs.72.8045,
28-May-21,Equity,43412.43,43507.04,-94.61,-13.02,Rs.72.6404,
31-May-21,Equity,5686.65,5271.29,415.36,57.31,Rs.72.4767,
01-Jun-21,Equity,11100.75,5940.72,5160.03,711.52,Rs.72.5211,
02-Jun-21,Equity,5396.38,4865.48,530.9,72.95,Rs.72.7714,
03-Jun-21,Equity,11633.9,10514.97,1118.93,152.84,Rs.73.2088,
04-Jun-21,Equity,7334.81,6144.9,1189.91,162.73,Rs.73.1197,
07-Jun-21,Equity,7723.06,6206.59,1516.47,207.66,Rs.73.0266,
08-Jun-21,Equity,6956.98,6899.35,57.63,7.92,Rs.72.8087,
09-Jun-21,Equity,7379.4,5986.55,1392.85,191.22,Rs.72.8419,
10-Jun-21,Equity,7057.11,6449.82,607.29,83.22,Rs.72.9769,
11-Jun-21,Equity,7694.44,6252.8,1441.64,197.5,Rs.72.9947,
14-Jun-21,Equity,5164.6,5059.37,105.23,14.42,Rs.72.9844,
15-Jun-21,Equity,4318.12,4804.74,-486.62,-66.49,Rs.73.1893,
16-Jun-21,Equity,7582.26,6902.12,680.14,92.82,Rs.73.2765,
17-Jun-21,Equity,5927.94,6814.2,-886.26,-120.79,Rs.73.3703,
18-Jun-21,Equity,6756.37,7679.34,-922.97,-125.18,Rs.73.7310,
21-Jun-21,Equity,19256.77,16632.32,2624.45,353.96,Rs.74.1442,
22-Jun-21,Equity,4979.56,5932.36,-952.8,-128.49,Rs.74.1522,
23-Jun-21,Equity,6617.61,7465.67,-848.06,-114.4,Rs.74.1300,
24-Jun-21,Equity,7882.99,10486.48,-2603.49,-350.06,Rs.74.3737,
25-Jun-21,Equity,8729.45,10277.6,-1548.15,-208.54,Rs.74.2362,
28-Jun-21,Equity,7080.96,7673.47,-592.51,-79.88,Rs.74.1790,
29-Jun-21,Equity,6235.34,7518.83,-1283.49,-172.97,Rs.74.2023,
30-Jun-21,Equity,10594.99,7289.1,3305.89,445.43,Rs.74.2183,
01-Jul-21,Equity,6287.0,7407.02,-1120.02,-150.65,Rs.74.3456,
02-Jul-21,Equity,4638.9,5561.56,-922.66,-124.02,Rs.74.3943,
05-Jul-21,Equity,3231.29,5747.31,-2516.02,-336.48,Rs.74.7747,
06-Jul-21,Equity,4035.7,3597.73,437.97,58.87,Rs.74.3930,
07-Jul-21,Equity,5546.85,4750.5,796.35,107.14,Rs.74.3289,
08-Jul-21,Equity,6061.71,5402.43,659.28,88.21,Rs.74.7438,
09-Jul-21,Equity,5282.12,5921.89,-639.77,-85.65,Rs.74.6979,
12-Jul-21,Equity,3960.39,4971.9,-1011.51,-135.51,Rs.74.6446,
13-Jul-21,Equity,8593.25,9284.18,-690.93,-92.78,Rs.74.4660,
14-Jul-21,Equity,5165.2,5086.69,78.51,10.54,Rs.74.4884,
15-Jul-21,Equity,5247.88,6464.65,-1216.77,-163.17,Rs.74.5708,
16-Jul-21,Equity,5571.32,5737.22,-165.9,-22.26,Rs.74.5187,
19-Jul-21,Equity,5002.43,5435.84,-433.41,-58.08,Rs.74.6232,
20-Jul-21,Equity,6322.33,8600.89,-2278.56,-304.66,Rs.74.7902,
22-Jul-21,Equity,4236.11,7021.75,-2785.64,-372.11,Rs.74.8596,
23-Jul-21,Equity,8245.84,8507.23,-261.39,-35.15,Rs.74.3679,
26-Jul-21,Equity,7495.82,7862.97,-367.15,-49.33,Rs.74.4262,
27-Jul-21,Equity,5743.28,7833.4,-2090.12,-280.71,Rs.74.4578,
28-Jul-21,Equity,8513.32,9166.15,-652.83,-87.73,Rs.74.4160,
29-Jul-21,Equity,6877.0,8995.5,-2118.5,-284.61,Rs.74.4350,
30-Jul-21,Equity,9725.77,9908.72,-182.95,-24.63,Rs.74.2822,
02-Aug-21,Equity,8869.74,12355.01,-3485.27,-468.53,Rs.74.3871,
03-Aug-21,Equity,7731.34,9217.36,-1486.02,-199.72,Rs.74.4035,
04-Aug-21,Equity,9016.07,6915.23,2100.84,282.77,Rs.74.2957,
05-Aug-21,Equity,9833.46,6941.97,2891.49,389.95,Rs.74.1493,
06-Aug-21,Equity,8614.06,9303.78,-689.72,-92.87,Rs.74.2644,
09-Aug-21,Equity,6469.27,6518.73,-49.46,-6.67,Rs.74.1888,
10-Aug-21,Equity,6223.03,5773.39,449.64,60.58,Rs.74.2261,
11-Aug-21,Equity,6693.1,6770.92,-77.82,-10.46,Rs.74.3855,
12-Aug-21,Equity,7348.18,7051.06,297.12,39.92,Rs.74.4276,
13-Aug-21,Equity,5663.95,5884.67,-220.72,-29.71,Rs.74.2816,
17-Aug-21,Equity,12283.35,12414.57,-131.22,-17.66,Rs.74.2971,
18-Aug-21,Equity,9044.81,9408.32,-363.51,-48.93,Rs.74.2856,
20-Aug-21,Equity,9561.38,8849.49,711.89,95.81,Rs.74.3002,
23-Aug-21,Equity,9951.14,11375.05,-1423.91,-191.31,Rs.74.4275,
24-Aug-21,Equity,7960.18,9314.82,-1354.64,-182.38,Rs.74.2765,
25-Aug-21,Equity,7729.02,8954.14,-1225.12,-165.25,Rs.74.1379,
26-Aug-21,Equity,6859.29,7768.8,-909.51,-122.41,Rs.74.2992,
27-Aug-21,Equity,7121.23,9366.84,-2245.61,-302.41,Rs.74.2578,
30-Aug-21,Equity,7516.7,8126.13,-609.43,-82.21,Rs.74.1332,
31-Aug-21,Equity,10316.91,8600.56,1716.35,233.51,Rs.73.5007,
01-Sep-21,Equity,21738.73,18982.81,2755.92,376.73,Rs.73.1536,
02-Sep-21,Equity,9361.61,8725.88,635.73,87.14,Rs.72.9589,
03-Sep-21,Equity,10077.04,8739.74,1337.3,183.25,Rs.72.9771,
06-Sep-21,Equity,6050.22,6691.86,-641.64,-87.82,Rs.73.0651,
07-Sep-21,Equity,6380.01,5960.0,420.01,57.49,Rs.73.0589,
08-Sep-21,Equity,7406.98,6762.76,644.22,87.91,Rs.73.2814,
09-Sep-21,Equity,8690.02,9511.9,-821.88,-111.59,Rs.73.6519,
13-Sep-21,Equity,9949.26,9538.49,410.77,55.74,Rs.73.6887,
14-Sep-21,Equity,8649.29,7264.68,1384.61,188.04,Rs.73.6350,
15-Sep-21,Equity,10759.61,9147.77,1611.84,218.94,Rs.73.6214,
16-Sep-21,Equity,9703.33,8870.73,832.6,113.02,Rs.73.6712,
17-Sep-21,Equity,11754.23,9913.19,1841.04,250.72,Rs.73.4311,
20-Sep-21,Equity,26752.3,24955.7,1796.6,244.46,Rs.73.4927,
21-Sep-21,Equity,7793.53,7714.15,79.38,10.78,Rs.73.6459,
22-Sep-21,Equity,8096.44,6767.56,1328.88,180.57,Rs.73.5907,
23-Sep-21,Equity,7264.79,9186.4,-1921.61,-260.37,Rs.73.8026,
24-Sep-21,Equity,15893.71,15277.09,616.62,83.64,Rs.73.7261,
27-Sep-21,Equity,11618.68,11021.99,596.69,80.97,Rs.73.6935,
28-Sep-21,Equity,8094.29,8584.6,-490.31,-66.57,Rs.73.6567,
29-Sep-21,Equity,8805.42,10682.07,-1876.65,-254.38,Rs.73.7746,
30-Sep-21,Equity,12487.67,11168.96,1318.71,177.84,Rs.74.1530,
01-Oct-21,Equity,11043.19,13077.34,-2034.15,-273.94,Rs.74.2551,
04-Oct-21,Equity,9349.89,7755.0,1594.89,214.76,Rs.74.2644,
05-Oct-21,Equity,17173.09,13932.05,3241.04,436.55,Rs.74.2429,
06-Oct-21,Equity,8381.36,7816.09,565.27,75.85,Rs.74.5307,
07-Oct-21,Equity,6927.02,7909.44,-982.42,-131.64,Rs.74.6292,
08-Oct-21,Equity,6812.93,8300.81,-1487.88,-198.75,Rs.74.8607,
11-Oct-21,Equity,3928.93,6514.56,-2585.63,-344.78,Rs.74.9940,
12-Oct-21,Equity,14173.03,14501.71,-328.68,-43.75,Rs.75.1283,
13-Oct-21,Equity,7999.06,7732.74,266.32,35.35,Rs.75.3424,
14-Oct-21,Equity,9083.33,7487.28,1596.05,211.52,Rs.75.4576,
18-Oct-21,Equity,10649.35,8944.16,1705.19,226.44,Rs.75.3039,
20-Oct-21,Equity,22525.54,22477.01,48.53,6.44,Rs.75.3434,
21-Oct-21,Equity,15652.81,17324.17,-1671.36,-222.7,Rs.75.0507,
22-Oct-21,Equity,11528.6,13940.17,-2411.57,-322.56,Rs.74.7635,
25-Oct-21,Equity,6098.71,8883.48,-2784.77,-372.38,Rs.74.7836,
26-Oct-21,Equity,6800.87,9119.27,-2318.4,-309.04,Rs.75.0191,
27-Oct-21,Equity,7281.4,9561.66,-2280.26,-303.56,Rs.75.1167,
28-Oct-21,Equity,9220.21,11038.81,-1818.6,-242.64,Rs.74.9519,
29-Oct-21,Equity,9325.22,12114.47,-2789.25,-372.79,Rs.74.8216,
01-Nov-21,Equity,6742.88,12502.85,-5759.97,-770.2,Rs.74.7858,
02-Nov-21,Equity,9397.9,9673.77,-275.87,-36.82,Rs.74.9298,
03-Nov-21,Equity,8637.36,7465.42,1171.94,156.76,Rs.74.7616,
08-Nov-21,Equity,9048.2,9568.97,-520.77,-69.84,Rs.74.5684,
09-Nov-21,Equity,12483.05,13493.85,-1010.8,-136.39,Rs.74.1106,
10-Nov-21,Equity,7862.2,9639.17,-1776.97,-240.39,Rs.73.9191,
11-Nov-21,Equity,5597.35,9237.72,-3640.37,-490.84,Rs.74.1659,
12-Nov-21,Equity,9637.55,8720.55,917.0,123.13,Rs.74.4749,
15-Nov-21,Equity,11264.07,9475.49,1788.58,240.18,Rs.74.4694,
16-Nov-21,Equity,8331.23,7898.12,433.11,58.25,Rs.74.3548,
17-Nov-21,Equity,9809.74,10257.94,-448.2,-60.2,Rs.74.4535,
18-Nov-21,Equity,9103.31,9108.54,-5.23,-0.7,Rs.74.3753,
22-Nov-21,Equity,9358.64,10940.77,-1582.13,-213.35,Rs.74.1552,
23-Nov-21,Equity,11635.51,13751.96,-2116.45,-284.53,Rs.74.3836,
24-Nov-21,Equity,9059.02,13720.53,-4661.51,-625.67,Rs.74.5042,
25-Nov-21,Equity,5856.89,14101.02,-8244.13,-1107.99,Rs.74.4063,
26-Nov-21,Equity,11977.51,12164.45,-186.94,-25.09,Rs.74.5068,
29-Nov-21,Equity,8050.74,12189.56,-4138.82,-553.95,Rs.74.7148,
30-Nov-21,Equity,6630.25,10372.38,-3742.13,-498.35,Rs.75.0910,
01-Dec-21,Equity,42135.09,47376.49,-5241.4,-698.03,Rs.75.0885,
02-Dec-21,Equity,8597.38,11316.1,-2718.72,-362.9,Rs.74.9163,
03-Dec-21,Equity,9499.31,9798.37,-299.06,-39.88,Rs.74.9989,
06-Dec-21,Equity,7792.8,10755.73,-2962.93,-395.14,Rs.74.9852,
07-Dec-21,Equity,4264.75,7265.28,-3000.53,-398.49,Rs.75.2978,
08-Dec-21,Equity,7238.28,9379.68,-2141.4,-284.18,Rs.75.3532,
09-Dec-21,Equity,7745.25,8465.93,-720.68,-95.49,Rs.75.4733,
10-Dec-21,Equity,6990.75,7840.82,-850.07,-112.59,Rs.75.4992,
13-Dec-21,Equity,5569.5,6546.05,-976.55,-128.97,Rs.75.7189,
14-Dec-21,Equity,7900.94,10351.93,-2450.99,-323.75,Rs.75.7060,
15-Dec-21,Equity,9504.84,9535.46,-30.62,-4.03,Rs.75.8985,
16-Dec-21,Equity,5361.22,8538.03,-3176.81,-417.76,Rs.76.0433,
17-Dec-21,Equity,7814.21,8496.88,-682.67,-89.53,Rs.76.2528,
20-Dec-21,Equity,13373.77,14775.01,-1401.24,-183.95,Rs.76.1733,
21-Dec-21,Equity,6769.12,10084.45,-3315.33,-436.31,Rs.75.9865,
22-Dec-21,Equity,5836.11,6630.07,-793.96,-105.03,Rs.75.5925,
23-Dec-21,Equity,6086.97,6605.8,-518.83,-68.63,Rs.75.5947,
24-Dec-21,Equity,5567.55,5312.05,255.5,33.91,Rs.75.3481,
27-Dec-21,Equity,2362.09,2843.93,-481.84,-64.12,Rs.75.1462,
28-Dec-21,Equity,1984.51,2704.84,-720.33,-95.91,Rs.75.1082,
29-Dec-21,Equity,4830.76,3225.22,1605.54,214.49,Rs.74.8528,
30-Dec-21,Equity,3444.7,4375.84,-931.14,-124.59,Rs.74.7375,
31-Dec-21,Equity,5360.12,6495.61,-1135.49,-152.25,Rs.74.5823,
03-Jan-22,Equity,4076.81,3442.42,634.39,85.38,Rs.74.3025,
04-Jan-22,Equity,6106.7,3790.11,2316.59,311.74,Rs.74.3115,
05-Jan-22,Equity,5776.89,4417.33,1359.56,182.32,Rs.74.5717,
06-Jan-22,Equity,7619.28,7028.6,590.68,79.3,Rs.74.4840,
07-Jan-22,Equity,6607.37,8301.15,-1693.78,-227.54,Rs.74.4398,
10-Jan-22,Equity,8170.46,7676.83,493.63,66.44,Rs.74.2939,
11-Jan-22,Equity,6153.52,6300.41,-146.89,-19.81,Rs.74.1630,
12-Jan-22,Equity,7961.03,7548.1,412.93,55.85,Rs.73.9319,
13-Jan-22,Equity,7153.46,7876.36,-722.9,-97.69,Rs.73.9968,
14-Jan-22,Equity,7477.91,8848.77,-1370.86,-185.41,Rs.73.9348,
17-Jan-22,Equity,5039.56,7615.47,-2575.91,-347.55,Rs.74.1157,
18-Jan-22,Equity,6312.37,6555.97,-243.6,-32.78,Rs.74.3134,
19-Jan-22,Equity,6236.06,6832.51,-596.45,-80.16,Rs.74.4115,
20-Jan-22,Equity,7635.39,10270.06,-2634.67,-353.19,Rs.74.5955,
21-Jan-22,Equity,7970.97,12540.62,-4569.65,-614.52,Rs.74.3618,
24-Jan-22,Equity,7557.38,10617.96,-3060.58,-410.63,Rs.74.5343,
25-Jan-22,Equity,5620.12,9520.37,-3900.25,-522.97,Rs.74.5788,
27-Jan-22,Equity,7375.01,14324.95,-6949.94,-930.35,Rs.74.7025,
28-Jan-22,Equity,12592.36,18193.48,-5601.12,-745.1,Rs.75.1724,
31-Jan-22,Equity,8167.41,13047.55,-4880.14,-651.11,Rs.74.9513,
01-Feb-22,Equity,8309.34,10349.0,-2039.66,-272.07,Rs.74.9674,
02-Feb-22,Equity,6724.61,6806.63,-82.02,-11.01,Rs.74.5295,
03-Feb-22,Equity,6232.37,5629.61,602.76,80.55,Rs.74.8334,
04-Feb-22,Equity,4746.47,6474.51,-1728.04,-230.85,Rs.74.8570,
07-Feb-22,Equity,1880.67,7869.6,-5988.93,-801.48,Rs.74.7231,
08-Feb-22,Equity,7685.62,6738.0,947.62,126.82,Rs.74.7231,
09-Feb-22,Equity,9058.76,8973.26,85.5,11.45,Rs.74.6900,
10-Feb-22,Equity,6434.97,7085.18,-650.21,-86.91,Rs.74.8180,
11-Feb-22,Equity,8689.26,10382.19,-1692.93,-225.91,Rs.74.9367,
14-Feb-22,Equity,9629.34,9278.33,351.01,46.58,Rs.75.3542,
15-Feb-22,Equity,5435.72,9409.26,-3973.54,-525.93,Rs.75.5533,
16-Feb-22,Equity,6499.45,8298.6,-1799.15,-237.79,Rs.75.6611,
17-Feb-22,Equity,5888.9,7368.41,-1479.51,-197.05,Rs.75.0815,
18-Feb-22,Equity,6134.86,6874.21,-739.35,-98.47,Rs.75.0866,
21-Feb-22,Equity,3084.21,6146.23,-3062.02,-408.69,Rs.74.9223,
22-Feb-22,Equity,4907.74,5877.76,-970.02,-130.24,Rs.74.4797,
23-Feb-22,Equity,9102.54,11560.74,-2458.2,-328.28,Rs.74.8804,
24-Feb-22,Equity,4629.43,7475.19,-2845.76,-381.35,Rs.74.6224,
25-Feb-22,Equity,9190.91,15869.82,-6678.91,-887.47,Rs.75.2578,
28-Feb-22,Equity,6251.41,10665.89,-4414.48,-586.38,Rs.75.2842,
02-Mar-22,Equity,15662.36,19796.31,-4133.95,-547.63,Rs.75.4882,
03-Mar-22,Equity,12873.78,16933.07,-4059.29,-536.09,Rs.75.7200,
04-Mar-22,Equity,7081.94,13623.16,-6541.22,-863.97,Rs.75.7111,
07-Mar-22,Equity,5995.2,13494.22,-7499.02,-985.1,Rs.76.1246,
08-Mar-22,Equity,6732.84,14654.07,-7921.23,-1029.75,Rs.76.9239,
09-Mar-22,Equity,9074.87,16376.28,-7301.41,-949.7,Rs.76.8816,
10-Mar-22,Equity,9413.45,13892.65,-4479.2,-582.8,Rs.76.8567,
11-Mar-22,Equity,10375.78,9636.82,738.96,97.08,Rs.76.1160,
14-Mar-22,Equity,6673.6,8021.6,-1348.0,-176.36,Rs.76.4359,
15-Mar-22,Equity,8294.9,7329.11,965.79,126.07,Rs.76.6086,
16-Mar-22,Equity,10308.42,11262.66,-954.24,-124.76,Rs.76.4879,
17-Mar-22,Equity,9073.97,8538.5,535.47,70.14,Rs.76.3482,
21-Mar-22,Equity,25370.1,22254.04,3116.06,410.58,Rs.75.8935,
22-Mar-22,Equity,6829.78,9692.49,-2862.71,-376.01,Rs.76.1347,
23-Mar-22,Equity,9851.69,9143.8,707.89,92.68,Rs.76.3807,
24-Mar-22,Equity,10417.45,9529.28,888.17,116.58,Rs.76.1872,
25-Mar-22,Equity,13102.82,14450.84,-1348.02,-176.58,Rs.76.3403,
28-Mar-22,Equity,6742.76,7534.13,-791.37,-103.88,Rs.76.1781,
29-Mar-22,Equity,6181.43,6702.75,-521.32,-68.36,Rs.76.2569,
30-Mar-22,Equity,7699.14,7080.03,619.11,81.49,Rs.75.9731,
31-Mar-22,Equity,10473.62,8339.82,2133.8,281.62,Rs.75.7678,
04-Apr-22,Equity,25234.17,16683.68,8550.49,1127.93,Rs.75.8071,
05-Apr-22,Equity,7745.92,6368.24,1377.68,182.34,Rs.75.5565,
06-Apr-22,Equity,10345.16,6865.93,3479.23,461.5,Rs.75.3899,
07-Apr-22,Equity,6265.0,8006.68,-1741.68,-230.38,Rs.75.6016,
08-Apr-22,Equity,9332.14,14036.2,-4704.06,-620.56,Rs.75.8029,
11-Apr-22,Equity,9550.48,9956.41,-405.93,-53.57,Rs.75.7811,
12-Apr-22,Equity,6301.55,6697.61,-396.06,-52.14,Rs.75.9627,
13-Apr-22,Equity,7089.84,9749.13,-2659.29,-349.39,Rs.76.1127,
18-Apr-22,Equity,4939.4,6443.74,-1504.34,-197.36,Rs.76.2248,
19-Apr-22,Equity,7689.23,13489.03,-5799.8,-759.4,Rs.76.3737,
20-Apr-22,Equity,9375.7,14462.87,-5087.17,-666.91,Rs.76.2797,
21-Apr-22,Equity,6327.43,8664.5,-2337.07,-305.83,Rs.76.4183,
